x,y,user
92409.5633940538,184139.524619365,P2
94372.972005663,185984.148210644,P2
95903.5391033506,187857.197481921,P2
86062.3595582822,186786.158467722,P2
81040.9088060405,184336.104808959,P2
66653.1627371401,175881.449269774,P2
61694.0145804624,166425.388403268,P2
70612.792660689,164964.696074295,P2
65230.7714053798,164926.25680248,P2
64846.3413157149,165310.649520631,P2
64918.8892269938,166612.370311304,P2
65959.2502727701,167628.726807975,P2
66036.6900915526,167721.987034072,P2
65386.4817442189,167408.7046615,P2
65406.6954752241,167550.187023306,P2
67428.0685757432,168422.661587781,P2
68563.4064672015,168820.159651905,P2
68812.7091495988,166495.80656508,P2
68880.0882529495,167765.779193679,P2
68781.4081693121,166202.995233441,P2
76464.9446871165,70796.9247693284,P3
50662.2555092024,113182.936127971,P3
54348.3539631902,148043.894745406,P3
45286.6952638036,151576.062358627,P3
42982.8837300613,131304.491708841,P3
45503.969797074,145184.391316158,P3
48416.2238640868,153419.809183802,P3
45888.8613874469,156334.225858501,P3
47411.6291231713,154070.508069593,P3
40229.0167059934,155134.994410806,P3
52518.9651571496,152979.072707084,P3
53974.3537895233,152723.057004768,P3
56507.8080755073,153760.594324683,P3
40483.7189466729,154550.514438645,P3
35969.3190221802,156194.404737733,P3
32764.7965568664,158132.611574199,P3
34961.3553260972,156731.26246678,P3
36618.8812685228,155639.827104271,P3
34368.4192166116,157580.156637621,P3
41227.6119377064,154737.034890838,P3
34180.2653780084,156469.801585503,P3
34489.424702218,157116.16278636,P3
35886.6642453987,158272.386549383,P3
36761.946487966,158023.477267065,P3
36496.9527815007,157529.673368274,P3
35669.8512128362,158208.151895882,P3
37386.5415460122,159765.196205106,P3
34110.2095705521,160713.026508925,P3
37232.9541104294,161900.813851686,P3
31177.6494723926,163226.576491839,P3
35883.6644907975,166297.426697694,P3
39258.3884171779,166972.305869717,P3
39473.1708466257,169965.170037916,P3
36917.3799263803,170701.838147467,P3
41039.0427484662,171466.701209093,P3
47139.3437055214,172114.585214235,P3
46014.4357300613,172843.45472002,P3
40081.5210797546,177007.309238254,P3
39289.5858650306,175720.53961693,P3
41440.4099141104,175676.747457323,P3
53032.661595092,175156.04068282,P3
55696.4436809816,173545.329058924,P3
58553.4099631901,180508.88232901,P3
56600.5697177914,180418.898439406,P3
62837.0595337423,180985.796943906,P3
65464.8445644171,181381.72605816,P3
70400.0408343558,183050.627263998,P3
70037.6704785276,181955.823273828,P3
70924.9978895705,181772.256139037,P3
68756.1753128834,181250.349579339,P3
74776.6827975459,184417.782493368,P3
76207.5657423312,184462.77443817,P3
80187.040196319,186404.626775805,P3
83093.8024049079,186980.523669264,P3
84162.9149447852,182080.600934077,P3
87923.4073128834,181640.879660217,P3
91145.7437055214,183632.523083432,P3
93008.5913128834,183191.602024377,P3
90246.4172760736,187585.815299995,P3
94062.1051288343,188268.493075783,P3
93986.5113128834,184688.334054775,P3
91114.5462576687,180313.91723487,P3
93517.3496932515,181609.685245154,P3
87424.8480981595,182014.612748368,P3
94615.2598773006,182203.578916535,P3
94147.2981595092,185525.784120681,P3
86895.691386503,176446.409659728,P3
81924.4980613496,174176.416071341,P3
80709.5974478527,173708.499845405,P3
77001.3008098159,168708.994939057,P3
75499.6236564417,168493.033604009,P3
67573.0720981595,163425.140941563,P3
70578.8262085889,163074.203772111,P3
71397.7592147239,163020.213438349,P3
71137.9804662576,158684.189744674,P3
71361.7621595091,157838.941075002,P3
73574.3811533742,158921.147320629,P3
78092.011582822,159029.127988153,P3
81443.3374233128,155843.698296203,P3
79958.4588957055,158120.290703161,P3
75971.7850306748,154610.919008641,P3
72408.0765644171,154736.896454085,P3
63438.2103558282,154399.756814372,P3
61881.3377177914,154750.693983824,P3
50372.4792147239,153945.038225578,P3
49697.5344294478,152955.215439944,P3
53846.1950429447,152181.353989357,P3
38395.658993865,151703.239589266,P3
37558.7274601226,154303.773998795,P3
36667.8003435582,155185.616116906,P3
29426.3927361963,159442.45398773,P3
32045.1785030674,159721.404045499,P3
33242.080588957,158173.681144326,P3
32400.6263482774,159300.325587741,P3
22588.844398301,146998.420384972,P3
29987.069946201,138973.610964583,P3
40387.0345483718,133003.20296221,P3
24347.4389957527,144251.050725844,P3
23450.8815705521,145649.123496769,P3
25466.7166625766,146009.059055182,P3
26825.6054969325,145955.06872142,P3
28757.4474601227,140151.10784202,P3
30097.1378650306,137136.647540316,P3
31015.0627730061,136573.348391401,P3
29953.1496441717,134350.746318204,P3
29494.7871411042,128165.253746887,P3
31027.061791411,127524.568452913,P3
30803.2800981595,120604.207449838,P3
29031.6250306748,118702.547916225,P3
33152.6879018404,114551.291142536,P3
30552.5006134969,112992.170282013,P3
31128.4534969325,112706.621405672,P3
28380.6782822085,109645.969373972,P3
24731.776785276,104238.537501423,P3
27046.987386503,103618.848448357,P3
27901.9174478527,103456.877447071,P3
21650.4288588957,96458.53040634,P3
19025.0436319018,95525.0975248572,P3
13606.2869202454,93730.8187661714,P3
7325.40073619631,98354.1910139786,P3
6657.65536196319,107266.195440269,P3
5307.76579141104,107500.153553237,P3
8810.87921472392,113101.950627329,P3
12896.544981595,112903.986070202,P3
12877.9465030674,112452.866836992,P3
12122.0083435582,112722.818505801,P3
5888.93363284568,114462.922348387,P3
28380.0783312883,115523.163295834,P3
15311.9012364322,121374.46954484,P3
11673.4296554978,124891.316824036,P3
12886.2535158093,130844.835542514,P3
10824.4529532798,127873.705944573,P3
16881.9727947144,128560.675259712,P3
8827.77014063237,132382.637143039,P3
9316.2224898537,131427.977292727,P3
8654.29202453987,135160.001432035,P3
8060.34061349693,136014.848383264,P3
15116.363386503,141619.045027745,P3
14036.4517300613,143976.622935346,P3
17726.1498895705,144399.547216481,P3
23512.6765153374,144849.466664496,P3
18386.0959018404,145262.192771476,P3
17711.1511165644,145298.186327317,P3
17738.1489079754,146800.917283689,P3
22435.7646134969,147151.854453141,P3
16964.2122208588,147979.70623749,P3
23812.6519754601,148582.59829783,P3
22291.776392638,141878.798522399,P3
35946.6131873525,134509.302546243,P3
36900.1659499764,132598.090876658,P3
35697.3566550259,132560.205351856,P3
34950.1408588957,132588.261867178,P3
34344.1904294478,132648.251126914,P3
37332.5459631901,125883.86219915,P3
40073.7217177914,124790.857886771,P3
42215.5465030674,125216.781630892,P3
50065.3043435582,121304.28211095,P3
48361.4437300613,120770.377699305,P3
53124.4540858895,119550.796048884,P3
55488.8606625766,121325.278351857,P3
58020.6535460122,123178.946477681,P3
58968.576,124132.775707474,P3
56144.0070674846,123952.761782683,P3
58417.2211042944,123766.841223088,P3
56203.4022085889,124576.696229516,P3
56105.0564077395,126246.243473536,P3
65949.1434072675,112805.419101898,P3
59561.6044096271,111033.336369314,P3
59172.6054629542,103865.127432363,P3
56520.7762453987,100592.990187303,P3
74039.0662161396,123253.240868584,P3
81396.7258518169,119580.882969921,P3
89083.9892930627,120844.856672545,P3
58034.4524171779,157718.962555532,P3
96892.0736196318,118557.973800263,P3
89903.0607494101,121421.630332109,P3
92786.5633223218,120020.373515859,P3
87891.0099631901,120246.071569217,P3
87001.1442982539,121279.086621861,P3
91609.8749674374,121764.169005198,P3
88881.0212817366,119823.839471849,P3
88710.9121208117,119325.328723448,P3
87929.3145219443,120066.426809102,P3
88024.7528683341,120990.722864871,P3
89005.7649230769,124619.565477434,P3
88439.7804549315,125633.614694885,P3
91673.9774157621,124097.520480983,P3
95635.8686927796,124420.908736541,P3
89895.1690873053,130908.193429912,P3
91835.6872638036,131352.852281304,P3
92873.3254554035,131258.530706767,P3
92684.6639660217,128967.863896562,P3
95258.545714016,123308.569424294,P3
94036.907190184,124202.963141364,P3
91980.875386503,124628.286992888,P3
90864.9666748466,124658.281622756,P3
94476.6712147239,122648.64142162,P3
92328.8469202454,123632.465281281,P3
95562.582380368,124328.340694211,P3
88747.1399263803,123590.472799466,P3
90055.0329325153,123428.50179818,P3
88573.1541595092,124064.387951375,P3
91158.9426257668,124772.261216253,P3
72888.6834016045,124912.313064943,P3
49330.272166116,124795.334008459,P3
46053.9863407267,128480.797253095,P3
55791.8358773006,144223.640248703,P3
52288.0302029259,148455.0980481,P3
51832.9905049551,125978.322210441,P3
48147.1689513921,109780.483752533,P3
45553.4426729589,107369.007802339,P3
50513.37538084,111008.971500745,P3
48920.7364379424,121701.364864814,P3
63163.4789844266,135669.725557448,P3
51667.3579008966,154069.862031412,P3
47253.4728305804,156026.342519305,P3
70189.4580613497,175061.995981789,P3
77652.1091080698,181249.93426908,P3
75422.4145880132,182159.925193681,P3
46982.4334648419,159455.651624871,P3
49894.6875318546,155997.686111385,P3
49257.6319546956,154996.696094324,P3
50637.288320906,155081.327096135,P3
47541.9107730061,154290.576361654,P3
49419.7571533742,157044.083383508,P3
50565.6634110429,157697.966314624,P3
46300.0123680981,158183.879318481,P3
50553.664392638,158507.821321052,P3
51519.5853742331,156108.250931636,P3
51363.5981349693,158386.643016387,P3
50469.6712638036,158248.667718995,P3
50103.701202454,158086.69671771,P3
60184.6765153374,124086.583977478,P4
31617.4134969325,117790.11127565,P4
57727.2775460122,122550.858928251,P4
60031.0890797546,140672.414509121,P4
60338.2639509202,140518.842004198,P4
25934.6783803681,108575.760980293,P4
55160.779809344,116394.022764854,P4
51338.4463463898,122604.71082526,P4
56201.3716054742,119378.765310197,P4
53107.1016592732,122290.736268922,P4
26077.7435998112,117149.287544923,P4
38321.1266295422,126461.281896895,P4
32633.1304049079,140748.13941314,P4
51699.293749882,126415.782350665,P4
23668.8483548843,118225.864029251,P4
21530.1617744218,113175.414397712,P4
46508.2876375648,128243.470512465,P4
46488.0739065597,128223.258746493,P4
42627.2512845681,130365.705939566,P4
46497.6269712128,129832.447566103,P4
47481.3618801321,126517.717946631,P4
44503.966988202,129915.371181291,P4
44179.1858650306,130823.377845763,P4
43159.2693006135,130001.524987388,P4
42031.3615705521,129731.573318579,P4
42799.2987484662,129245.660314722,P4
46117.0273374233,131333.286553514,P4
46057.0322453987,131405.273665196,P4
47142.9434110429,130997.346698995,P4
41671.3910184049,131915.182372947,P4
42277.3414478527,132395.09645083,P4
49152.778993865,126494.552863256,P4
49098.7834110429,126470.557159362,P4
46261.0155582822,126590.535678833,P4
44107.1917546012,126974.46694114,P4
52034.9432147239,124420.724154204,P4
50619.0590429447,125020.616751558,P4
50487.0698404908,125080.606011293,P4
53438.8283680981,126182.608712632,P4
53476.6252760736,126290.589380156,P4
54154.5698159509,127202.426128134,P4
54136.5712883435,126896.480903484,P4
54233.163386503,123951.008250475,P4
53534.8205153374,123211.340677938,P4
53786.7999018404,123205.341751965,P4
52574.8990429447,123121.356788335,P4
52220.928,122785.416933817,P4
51956.949595092,122647.441636425,P4
54246.3623067484,126807.696799075,P4
54096.3745766871,127169.43203528,P4
53988.3834110429,126887.482514523,P4
52087.41584521,126806.773887387,P4
52565.2075280792,126830.86188245,P4
53705.4834771118,127681.971041342,P4
52986.7884247286,127449.1204224,P4
52219.9126984426,127782.337687438,P4
51894.6931495988,128669.578838924,P4
51766.2113525247,128336.361573886,P4
55620.6652647475,127268.460459427,P4
60905.2175705521,124069.786984752,P4
57449.5002699386,123601.870758816,P4
56342.5908220858,123394.907812728,P4
55154.688,122315.101137491,P4
52310.9206380368,122684.035084864,P4
55585.9604115148,122809.781802386,P4
52082.2470372817,124291.977973695,P4
51516.2625691363,123591.303419985,P4
59413.093481831,124197.656399157,P4
60679.820624823,124615.366229253,P4
56461.8887550731,125518.158442686,P4
46483.5050495516,129655.063939624,P4
44044.3815082586,128294.13836415,P4
39013.6084417177,134044.893384723,P4
40805.8925908447,134961.160108804,P4
41358.4012383199,134678.195385191,P4
42517.3218159509,133317.269809717,P4
47395.568898537,133061.2541074,P4
48379.3038074563,133236.422745827,P4
32864.8037602642,131087.053715092,P4
25537.7416215195,126677.197086358,P4
31547.9576403964,130018.875727127,P4
32006.1355431807,128900.491343321,P4
31696.1916677678,128664.871989314,P4
30965.0360962718,135455.01015318,P4
30345.1483454459,135333.739557345,P4
30978.5119169419,135589.755259662,P4
30575.5294988202,135170.19960619,P4
30475.153094856,134820.923677777,P4
30029.4818612553,133881.49187032,P4
30250.3099499764,134732.601029212,P4
29985.316243511,134764.718355963,P4
29767.0725587541,138225.544895682,P4
29328.000785276,139651.305017255,P4
29323.9857291175,139534.879707784,P4
29388.2266276545,139562.982368691,P4
29236.8082453987,140090.887854363,P4
27641.4002982538,140310.540836163,P4
28099.1167003303,140751.000439374,P4
28274.3485191127,140849.059806249,P4
26281.1731118452,143045.589624253,P4
26056.3299669655,142407.257755084,P4
27967.4966984426,142905.076319719,P4
27630.2319811231,143390.850886822,P4
24814.0162114204,145888.157624023,P4
24300.0890231241,145502.749703015,P4
25966.3373289287,145173.547103821,P4
26849.6496838131,145619.175012486,P4
24638.2305917885,147008.526267958,P4
24267.7378235016,146956.889359001,P4
22625.5798546484,146170.01485361,P4
22645.6551354412,146049.574878295,P4
22551.6474412458,148040.802991251,P4
22519.5269919773,148052.846988782,P4
23218.1467635677,148655.046865357,P4
23394.8092345445,148542.63622173,P4
20011.5936951392,149158.864355965,P4
20055.7593128834,148448.268501607,P4
20136.0604360547,148247.535209416,P4
15058.6296479471,148152.336868774,P4
15861.6408796602,147714.738291797,P4
16869.4199754601,148469.495470437,P4
16202.9206531382,147413.638353509,P4
16419.7336857008,147433.711682729,P4
12858.7480736196,145726.094331568,P4
13127.7568362435,145489.229046782,P4
14437.8188957055,143291.268715662,P4
12243.8906805096,141296.348955953,P4
10637.8682170835,142263.883424316,P4
9628.75076923077,137480.524435353,P4
8006.66808117036,138419.95624281,P4
9395.87751203397,137914.108346487,P4
10484.1423312883,137419.19695367,P4
13696.8795092024,137410.19856471,P4
24782.0342123643,138216.777234644,P4
14594.3137857479,136256.235935323,P4
14028.3293176026,135771.153551985,P4
21305.2724794714,143370.777557603,P4
25691.6521075979,143980.406873268,P4
26921.4130438886,145226.429943557,P4
26638.4208098159,144397.747538689,P4
21342.4232864558,145226.429943557,P4
27345.9013949976,146789.288596417,P4
18773.1103954695,125633.98385956,P4
18995.4614365266,124436.552089657,P4
14629.2955394053,128782.08177372,P4
11556.8084266163,121955.950054014,P4
17121.0301613968,107068.969212493,P4
26055.4992656913,104987.157317337,P4
25711.8658386031,105088.216147199,P4
8792.97298725814,112074.380753646,P4
7762.07270599339,113656.897425465,P4
12876.1466503067,102159.079031072,P4
20921.2115903728,99871.3193926868,P4
24296.9046682397,102296.731309373,P4
26702.3386578574,102640.331330904,P4
12209.0935271354,110556.283317665,P4
8408.91209815951,111506.236318367,P4
10713.2774327513,108838.283210012,P4
9621.73595847097,109929.718572521,P4
6019.90753374233,110203.269596914,P4
6811.84274846625,109213.44681128,P4
5327.56417177914,109751.550471107,P4
5873.51950920245,109589.579469821,P4
5741.53030674846,108113.84368033,P4
5249.57055214723,107561.942490765,P4
5129.58036809816,112013.745455728,P4
5603.54159509202,112477.462433483,P4
5573.54404907975,113344.907129257,P4
5434.35543558282,115116.989861841,P4
5968.31175460122,115272.961937153,P4
4576.4256196319,114637.075783957,P4
4420.43838036809,114235.14774373,P4
13161.7232883435,112699.422694504,P4
5368.36083435582,112825.400139948,P4
5494.35052760736,112525.453841271,P4
5434.35543558282,113953.198222974,P4
5284.36770552147,113755.233665847,P4
5728.33138650306,114817.043563164,P4
4864.40206134969,114721.060747587,P4
4978.39273619631,114751.055377455,P4
5794.32598773006,113239.326032123,P4
5038.38782822085,112321.490358171,P4
5014.38979141104,112303.49358025,P4
6430.27396319018,114415.115522936,P4
5632.3392392638,116586.726725358,P4
5806.32500613496,116442.752501993,P4
6190.29359509202,117378.584953865,P4
5218.37310429447,113653.251924297,P4
6184.29408588957,112285.49680233,P4
6208.29212269938,112603.439878927,P4
6478.27003680981,113551.270182747,P4
8806.07960736196,112609.438804901,P4
8602.09629447852,112657.430212689,P4
18098.0271599811,111816.473082368,P4
21183.9900934403,112988.755508766,P4
36293.7540198206,113855.185001683,P4
50028.984237848,124072.232700725,P4
50332.1902029259,124163.185647601,P4
44480.315076923,125982.244585116,P4
44844.1622350165,126012.562234075,P4
52818.4791165644,121495.232539246,P4
27154.5632015101,137238.721573035,P4
27609.3721491269,134607.915660131,P4
33461.2472751297,135032.362745552,P4
32066.4998357716,135335.539235137,P4
46862.9509315715,130666.621295516,P4
46802.3097385559,130636.303646557,P4
50289.1783369513,131788.374306983,P4
49136.9956696554,148281.175340452,P4
47439.0422652194,127452.950505906,P4
42430.6519830108,128898.507083192,P4
43792.2175214723,127573.159753299,P4
46211.0350316186,128037.799642742,P4
46728.9772760736,127985.608986772,P4
44496.6060519112,127552.025075638,P4
43320.1945974516,127784.87569458,P4
47744.7864841906,128619.926190097,P4
46387.6975025955,128443.280892969,P4
44821.825600755,128736.351499568,P4
45921.9509882019,129121.759420576,P4
47891.5898593676,126308.955322752,P4
48008.026487966,126469.541956505,P4
49454.5543067484,124597.323305748,P4
51144.2468485134,123268.238183518,P4
54093.7901727229,121626.285998976,P4
54346.7387107126,122224.471209706,P4
54810.4546219915,121150.84804278,P4
54687.4185332704,121020.948222661,P4
52523.3032638036,120984.816230066,P4
52531.3333761208,120804.156267094,P4
52133.8428164228,121137.373532132,P4
58394.3768192543,124468.023378226,P4
56816.4597489381,124905.621955203,P4
57489.5585313827,127859.170085484,P4
55371.9163831996,130558.086880979,P4
55351.8411024068,130040.194987125,P4
51664.6811967909,133032.18238922,P4
49900.4101406323,132206.314865001,P4
55172.1788768286,131836.965607369,P4
55228.3896630486,132069.816226311,P4
55184.2240453043,131961.420248528,P4
49928.5155337423,132101.933553062,P4
49928.5155337423,132081.860223843,P4
48707.9384615384,132463.253479007,P4
47941.0627352524,133924.591846161,P4
48334.5382387918,133049.394692206,P4
47957.1229598867,133370.567959712,P4
47856.7465559226,134771.686339209,P4
47555.6173440301,134450.513071703,P4
49559.1303671543,132892.822724296,P4
48703.9234053798,131567.982995832,P4
48675.8180122699,131270.897723389,P4
54642.191463898,131997.552241122,P4
50036.9220500236,131580.026993364,P4
51799.5317036337,132198.285533314,P4
50578.9546314299,131740.613627117,P4
53345.3283246814,132061.786894623,P4
53329.2681000471,132330.76950616,P4
51586.7337272298,133226.039989334,P4
52506.1815875412,131865.068268276,P4
51458.2519301557,131732.584295429,P4
69707.0975214724,115486.523701811,P5
19944.768392638,130075.91166946,P5
44825.9329570552,164783.297781972,P5
40064.7224539877,129922.339164537,P5
50327.3905955639,125928.115814601,P5
50874.4996847569,126959.146607115,P5
49462.9536196319,124774.660786643,P5
49790.1576215195,123629.7426918,P5
32031.333481831,122588.652161885,P5
30424.3418669183,131502.040955708,P5
22507.5279735724,139299.81410079,P5
21992.07783294,143817.143795619,P5
24387.4049570552,144575.085019584,P5
19505.7889193015,147910.026405028,P5
21468.6437300613,146390.129291255,P5
23995.6831562057,145412.627376659,P5
21234.0629202454,147312.625669232,P5
29237.7773968853,147069.992186394,P5
21785.6485663048,143876.533162757,P5
35203.8739480887,145419.96452458,P5
42760.0250382255,158985.243537377,P5
42922.2886871165,161627.032099371,P5
39192.8553166588,157625.102436838,P5
37967.2017366682,157931.139952657,P5
39242.6973931099,158405.793433917,P5
34170.2046625766,160684.83155685,P5
48717.4915261916,157696.212782417,P5
46898.2557357244,154240.000801138,P5
63199.4760396413,153089.545236166,P5
57411.7956621047,154928.815939654,P5
50846.4404417178,155675.728368944,P5
50040.0141047663,155421.650781172,P5
