x,y,user
35116.8540028315,62582.0045126852,P9
35365.7686380368,66003.4858727227,P9
39908.4607305332,63141.8832806913,P9
37979.3723076923,61648.873232675,P9
54594.4242076451,23017.238240252,P9
43082.1223294006,18787.0431042057,P9
43268.8083058046,18164.9555841989,P9
42273.1497649834,16982.9892961859,P9
53660.9943256252,23825.9520162608,P9
49429.4455271354,32846.2210563596,P10
52043.0491967909,30482.2884803337,P10
37979.3723076923,36205.4936643964,P10
24973.5826182161,25630.0058242806,P10
21426.5490665408,22457.3594722459,P10
19995.2899141104,20777.7231682275,P10
23769.4803964134,14789.0047001854,P10
22368.8687569608,14402.1173932222,P10
17950.5527966021,14647.624861979,P10
19517.0263407267,15421.3994759053,P10
20069.6152071731,15080.1643842068,P10
19792.8133647947,14943.8164346163,P10
22770.5744369985,18827.7851700952,P10
17863.0348655025,19909.8035414887,P10
32843.945136385,15151.3818400197,P10
23766.841868806,18065.4540447953,P10
22856.6716224634,18003.9757282388,P10
28047.101946201,17426.0795526082,P10
28600.5838527607,17512.1491957873,P10
32561.0543841434,13196.3713735247,P10
34602.7876394525,12643.0665245167,P10
21282.3230882491,17684.2884821453,P10
21343.8210778669,18532.6892506243,P10
21860.4041906559,19110.5854262549,P10
23717.6434771118,18262.1846577759,P10
24652.4129193015,17376.8968993631,P10
25168.9960320906,15815.3476588294,P10
25624.0811552619,15594.0257192261,P10
26903.239339311,16712.9310805535,P10
27592.0168230297,17229.3489396276,P10
26472.7534119867,15999.7826084987,P10
27678.1140084945,17352.3055727405,P10
29523.0536970269,18631.0545571146,P10
30051.9364077394,19528.6379788387,P10
30507.0215309108,17745.7667987018,P10
29646.0496762623,17130.9836331373,P10
27555.118029259,15926.008628631,P10
26620.3485870693,15212.8601565762,P10
24800.0080943841,14536.5986744553,P10
22573.7808702218,13552.9456095521,P10
20027.7641000471,13196.3713735247,P10
17887.6340613496,13552.9456095521,P10
16337.8847229825,14155.4331118053,P10
16165.6903520528,18003.9757282388,P10
17518.6461236432,18594.1675671807,P10
16264.0871354412,20327.8560940725,P10
17543.2453194903,18717.1242002936,P10
18318.1199886738,18594.1675671807,P10
19892.4685228881,18569.5762405581,P10
21048.6307277017,19085.9940996323,P10
20458.2500273714,21827.9270180498,P10
18724.006720151,25590.3999913043,P10
19080.6950599339,25332.1910617672,P10
25825.7052571968,18417.6050884104,P10
22363.7134799433,27054.4766797796,P10
45849.8160113261,22759.5974271715,P10
58890.1907088249,20920.1580798533,P10
58552.6621387446,20941.6247659644,P10
56175.3081717791,19974.4064985566,P10
59858.6927116564,15859.5390032056,P10
59941.6236639924,13980.3720836703,P10
60582.7452798489,12176.967551601,P10
60804.1380424728,11463.8190795462,P10
54186.9543596035,18078.8859410198,P10
54420.646720151,18804.3300763859,P10
60409.657868806,7708.81277972172,P10
61639.6176611609,8483.43956833294,P10
57583.1047248702,21765.2313090863,P10
55590.5698612553,19195.4376770268,P10
61050.6171137328,22314.9651403669,P10
64592.9013157149,28081.6312333616,P10
64562.2943954695,28779.0347636184,P10
63556.6906352052,28679.4114849741,P10
54863.9193581878,28327.5444995874,P10
47442.3500896649,22710.9017308892,P10
46797.3315714959,20850.1580164474,P10
45212.4289268522,18860.4518663513,P10
57393.983184521,41437.2781134765,P10
60637.5048758848,44618.3650528668,P10
53892.0481585653,62345.1405300185,P10
53252.7126229353,63690.359139818,P10
54388.1725342142,69567.807941855,P10
57023.5339084473,69236.1902501723,P10
38981.4445002359,64888.3138481103,P10
66707.33615479,68911.024738247,P10
69950.8578461538,66276.506409879,P10
33341.1249230769,63568.0923624025,P10
36971.6577253421,63236.4746707198,P10
37806.9749731005,63334.6776582225,P10
37533.3799565832,64577.7976248166,P10
37408.2325625294,64800.2557973331,P10
37573.8509108069,64861.9370126241,P10
37012.0474941009,64735.32820229,P10
36708.1297064653,64432.6032904015,P10
37478.0114695611,62766.4394623545,P10
36321.8492647475,63430.4052811642,P10
35005.7922869278,63614.8402308335,P10
35583.8733893345,65225.5721246124,P10
36740.0355941481,64672.2672756044,P10
37859.2990051911,64327.9887028883,P10
38495.2247512977,65385.7403856344,P10
31786.098529495,70439.5826445494,P10
36556.9623709296,64509.0149538179,P10
27513.0639584709,74213.5802659241,P10
37511.1351392166,62352.4448844609,P10
39286.17414252,54246.0317445939,P10
24849.1253006134,25132.3358082751,P10
22359.9789485606,21213.1844322322,P10
36921.4851080698,58538.4356326409,P10
37917.1436488909,60653.5332006641,P10
37459.0952562529,62444.9667073973,P10
37694.4113260972,63893.9071502782,P10
37916.0070523832,63776.4693627439,P10
38640.181398773,63732.6432360898,P10
38242.41321378,63320.5153265537,P10
38041.4791882963,62743.471325608,P10
39331.6785955639,62467.9754238907,P10
37221.8713279848,64670.2382882593,P10
38421.9954620103,62457.0188922272,P10
38389.1153487494,62150.2360056485,P10
36849.2300443605,61503.8006375005,P10
35829.9465332704,61772.2356632569,P10
34366.7814931571,62500.8450188813,P10
34048.940398301,62331.0187780967,P10
34547.6221160925,64966.0646431744,P10
35528.5454950448,65152.3256814544,P10
37457.5121396885,65283.8040614167,P10
37441.072083058,65283.8040614167,P10
37599.992630486,65393.3693780519,P10
39216.5981991505,63207.5413111787,P10
39222.0782180273,62615.8886013483,P10
38268.5549334591,62128.3229423215,P10
38356.2352354884,61985.8880306956,P10
38306.9150655969,61750.3225999298,P10
39063.1576705993,62550.1494113672,P10
38391.1449853704,62795.1293434142,P10
38206.0421255309,62921.7381537483,P10
37845.5786616328,62712.3466597342,P10
37897.6997300613,62864.3583916289,P10
37814.4846285984,62968.8512399014,P10
37691.6510202925,62752.6423484079,P10
37439.3671882963,62618.7291836315,P10
38535.0462218027,62036.8967725514,P10
44129.3336403964,60783.6318692317,P10
37068.6743558282,64136.087079789,P10
48178.6616630486,62824.7525586526,P10
39977.3465974516,61547.6267641546,P10
36235.9956356772,61798.4907595025,P10
69093.7017083529,35334.5711363869,P11
44886.7534346389,33530.5173283671,P11
19310.7746672958,22084.1069602418,P11
19186.3173496932,19346.9218722118,P11
23729.0094421897,20902.1406722288,P11
14892.539892402,21399.8106882343,P11
18626.2594204813,20280.053152222,P11
26964.8996998584,22270.7332162438,P11
21488.7777253421,18289.3730882002,P11
36548.1131552619,66376.7383847267,P11
34992.3966852288,59098.314400647,P11
46255.783928268,33406.0998243657,P11
47562.5857630957,20217.8444002213,P11
40592.9759773478,19969.0093922186,P11
31818.7350863614,69051.714720756,P11
33561.1375327984,63763.9708006981,P11
47998.186374705,59658.1931686532,P11
56834.6559244926,54246.0317445939,P11
26902.671041057,22955.0294882513,P11
19559.6893025011,20839.9319202281,P11
27151.5856762623,21710.8544482377,P11
