x,y,gaze,user
20175.3802963662,144603.049243737,183.0,P2
19639.4395243039,144587.221308284,242.0,P2
18239.8463275129,144454.96806336,317.0,P2
17185.0403095799,144332.313099993,533.0,P2
16592.6580009438,144350.402169082,133.0,P2
15151.1605398773,143997.111574825,550.0,P2
12298.9938650306,142089.03780498,442.0,P2
11068.2176271826,140029.421935926,383.0,P2
9277.64103067484,137439.916321071,458.0,P2
8906.77906182161,134250.518108862,325.0,P2
8556.03852383199,131846.102433083,233.0,P2
9833.42633317602,129859.858043243,358.0,P2
9173.29572062293,129835.908484934,175.0,P2
9227.29130344502,128385.829640376,75.0,P2
9789.90681642284,127927.696278335,233.0,P2
12922.7582218027,126425.011467548,242.0,P2
17058.4506654082,123527.807095834,175.0,P2
25493.7606040585,124244.909477595,300.0,P2
34982.4920585181,133501.575273857,283.0,P2
29706.1544653138,132374.70010252,275.0,P2
37874.0708938178,146357.55050866,67.0,P2
42262.4811250589,151035.789856333,250.0,P2
45187.1957111845,163142.960692884,225.0,P2
39728.2884379424,159606.547685898,192.0,P2
35960.873559226,161374.754189391,558.0,P2
36856.7848834355,164950.667816634,333.0,P2
36911.2881170363,165284.346537516,467.0,P2
37928.251076923,165491.770939447,125.0,P2
40989.8467730061,163489.698614155,358.0,P2
42459.7726776781,162567.571400853,200.0,P2
40825.1371703633,163374.657672216,283.0,P2
40824.5833695139,163580.32854194,258.0,P2
40644.2750429447,163567.730797395,250.0,P2
43947.1894591788,162516.811258,467.0,P2
49697.5344294478,161163.545849538,150.0,P2
59738.3130306748,161462.29236302,192.0,P2
59077.1671165644,165497.169972823,492.0,P2
57671.0206097215,165930.384719282,142.0,P2
65077.2301198678,171407.26569637,292.0,P2
65821.0769608305,171460.702283119,542.0,P2
71069.5860613496,174880.689980635,550.0,P2
68388.0823482774,180116.367988002,242.0,P2
68029.4962982538,182165.231935888,217.0,P2
68029.3578480415,185682.909835603,267.0,P2
67931.9811986786,184533.238745567,833.0,P2
68316.4112883435,183337.283634365,208.0,P2
68881.2420047192,183423.575877215,92.0,P2
70462.7587805568,182903.930451153,458.0,P2
69317.7755243039,183172.820771521,225.0,P2
71391.7597055214,183426.759922539,483.0,P2
78738.9894252005,184426.180989731,308.0,P2
84191.3433883907,183808.706924716,183.0,P2
91311.8378102878,185345.354885631,283.0,P2
87621.0320490797,185370.411937966,292.0,P2
87156.6700368098,185271.429659403,175.0,P2
91454.1184785276,186274.450082179,300.0,P2
90667.5828220858,186374.03225334,325.0,P2
93038.5888588957,187900.159021008,267.0,P2
91640.7955148655,187157.4458399,325.0,P2
89537.5521887682,186913.566426283,292.0,P2
91762.9086021708,187389.050528063,208.0,P2
90905.4864369986,187282.454228071,267.0,P2
90801.92567815,187149.970255225,225.0,P2
90177.6536705993,186873.142894338,225.0,P2
89810.4375573383,186708.080138897,333.0,P2
87168.0691042944,183580.332427462,283.0,P2
82714.3103728173,181048.601084291,133.0,P2
77437.972779613,178180.19155725,133.0,P2
76823.2538367154,170736.447335775,158.0,P2
78672.2564228409,173672.78316307,250.0,P2
76463.97553563,174411.343241582,317.0,P2
84469.628315243,178980.679010043,258.0,P2
84728.5302123643,178653.276088641,258.0,P2
91556.7100858895,184543.067755046,208.0,P2
92409.5633940538,184139.524619365,317.0,P2
94372.972005663,185984.148210644,175.0,P2
95903.5391033506,187857.197481921,283.0,P2
86062.3595582822,186786.158467722,292.0,P2
81040.9088060405,184336.104808959,167.0,P2
66653.1627371401,175881.449269774,200.0,P2
61694.0145804624,166425.388403268,200.0,P2
70612.792660689,164964.696074295,117.0,P2
65230.7714053798,164926.25680248,158.0,P2
64846.3413157149,165310.649520631,275.0,P2
64918.8892269938,166612.370311304,167.0,P2
65959.2502727701,167628.726807975,183.0,P2
66036.6900915526,167721.987034072,117.0,P2
65386.4817442189,167408.7046615,125.0,P2
65406.6954752241,167550.187023306,117.0,P2
67428.0685757432,168422.661587781,275.0,P2
68563.4064672015,168820.159651905,183.0,P2
68812.7091495988,166495.80656508,367.0,P2
68880.0882529495,167765.779193679,142.0,P2
68781.4081693121,166202.995233441,183.0,P2
40679.072196319,107040.035931067,292.0,P1
24705.9788957055,124854.446502091,308.0,P1
17180.1945521472,131150.919203918,542.0,P1
44581.1068315243,123080.93325639,275.0,P1
17893.0285455403,135229.312099821,508.0,P1
24708.9325002359,144707.338264508,267.0,P1
21616.2316564417,145859.408924934,233.0,P1
46206.2354242567,128032.631337288,258.0,P1
41961.3519131665,127456.596007075,175.0,P1
38504.8039112789,131913.290403986,358.0,P1
20442.9122567248,147155.546099894,1150.0,P1
20262.742380368,148238.859839546,108.0,P1
21654.6285153374,145797.296968316,308.0,P1
23862.4479018404,145203.403296935,167.0,P1
17586.9612760736,145407.366780036,225.0,P1
16621.0402944785,144885.460220338,150.0,P1
25138.5435092024,142552.062598968,358.0,P1
28628.7810627654,139776.313405427,508.0,P1
32040.2404454931,128875.988037999,150.0,P1
29803.254214252,127568.960505117,208.0,P1
30288.3837583765,129199.376293557,283.0,P1
29864.8184086833,118325.123181321,250.0,P1
25377.3701255309,118783.256543362,217.0,P1
41090.0847267579,112225.04608675,208.0,P1
24572.14369042,108949.078758185,208.0,P1
20158.2586201038,97983.6881167359,217.0,P1
5961.0200434167,104808.620051247,225.0,P1
5915.51607361963,108903.579211955,158.0,P1
26164.7826333176,105907.900163106,292.0,P1
10147.3852647475,110139.357962504,167.0,P1
6188.53989240207,110958.349794645,742.0,P1
6471.94747711184,111586.022033815,642.0,P1
19839.7308315243,125036.075522336,183.0,P1
12559.0956639924,126628.559640388,208.0,P1
10498.0796526663,130409.267371251,275.0,P1
9168.63456347333,128166.914987926,292.0,P1
10487.1882359603,129057.386330321,325.0,P1
11093.0925153374,129877.947112333,83.0,P1
10265.1602453987,129554.005109762,325.0,P1
9671.20883435582,133657.270475663,158.0,P1
37324.6543010854,144874.616008001,108.0,P1
36324.0746163284,143480.004155906,258.0,P1
35960.227458235,143722.545347575,750.0,P1
39376.7325820355,140416.398806804,158.0,P1
42778.4850665408,135930.924947081,117.0,P1
45905.2446625766,134078.395079006,133.0,P1
45089.3114110429,134078.395079006,175.0,P1
45677.2633128834,134786.268343883,267.0,P1
49224.1731533742,128293.630762721,433.0,P1
48852.203582822,127817.915933019,117.0,P1
48768.2104539877,127817.915933019,142.0,P1
48360.2438282208,128453.802086215,175.0,P1
54795.9173496932,125775.281639029,317.0,P1
55053.8962453987,126675.12053506,317.0,P1
55011.8996809816,126903.079722055,242.0,P1
65801.1401302501,132209.222036819,150.0,P1
64689.3849249646,127378.609969419,283.0,P1
49362.2541651722,149126.70088363,117.0,P1
49443.109089193,150460.677437808,200.0,P1
54877.7875752713,166461.981851706,233.0,P1
54786.7796356772,168145.465062219,133.0,P1
55560.3471222274,167462.971868768,200.0,P1
54513.7558168947,190638.57643676,100.0,P1
34542.774184049,162442.193848006,258.0,P1
33782.6363680981,162567.894419944,600.0,P1
35680.8810797546,162870.840181608,250.0,P1
31571.2172760736,160981.178499943,242.0,P1
40382.6041415762,158674.683754285,150.0,P1
41501.0972571968,157084.691497791,383.0,P1
56997.5987767815,153175.376023172,200.0,P1
54949.2740349221,154468.929045405,142.0,P1
50340.5433657385,154563.250619943,300.0,P1
66342.9881113733,166091.202080957,250.0,P1
71585.0823520528,172478.120128232,233.0,P1
71792.388470033,181150.582825841,492.0,P1
79638.9619556394,175321.749476443,200.0,P1
79548.0001661161,185720.703069237,275.0,P1
80920.0879207173,186017.511468174,75.0,P1
77039.0515677206,182682.57008273,1042.0,P1
76525.5397300613,183647.520398366,492.0,P1
75607.6148220858,185215.639647849,108.0,P1
78163.4057423312,183997.85767522,192.0,P1
81185.635428032,183714.800660438,392.0,P1
89652.4197149598,180138.887033195,317.0,P1
85915.4638829636,183676.776698883,133.0,P1
92058.4998055686,181674.796664759,292.0,P1
75267.5349504483,177854.496022471,117.0,P1
90010.8211647003,179810.976510365,233.0,P1
93787.6506578574,181084.963804807,1867.0,P1
89457.897166588,179673.69339674,175.0,P1
76464.9446871165,70796.9247693284,133.0,P3
50662.2555092024,113182.936127971,250.0,P3
54348.3539631902,148043.894745406,242.0,P3
45286.6952638036,151576.062358627,292.0,P3
42982.8837300613,131304.491708841,450.0,P3
45503.969797074,145184.391316158,175.0,P3
48416.2238640868,153419.809183802,542.0,P3
45888.8613874469,156334.225858501,308.0,P3
47411.6291231713,154070.508069593,292.0,P3
40229.0167059934,155134.994410806,175.0,P3
52518.9651571496,152979.072707084,267.0,P3
53974.3537895233,152723.057004768,175.0,P3
56507.8080755073,153760.594324683,183.0,P3
40483.7189466729,154550.514438645,67.0,P3
35969.3190221802,156194.404737733,267.0,P3
32764.7965568664,158132.611574199,92.0,P3
34961.3553260972,156731.26246678,375.0,P3
36618.8812685228,155639.827104271,300.0,P3
34368.4192166116,157580.156637621,350.0,P3
41227.6119377064,154737.034890838,425.0,P3
34180.2653780084,156469.801585503,333.0,P3
34489.424702218,157116.16278636,225.0,P3
35886.6642453987,158272.386549383,292.0,P3
36761.946487966,158023.477267065,342.0,P3
36496.9527815007,157529.673368274,167.0,P3
35669.8512128362,158208.151895882,308.0,P3
37386.5415460122,159765.196205106,317.0,P3
34110.2095705521,160713.026508925,383.0,P3
37232.9541104294,161900.813851686,292.0,P3
31177.6494723926,163226.576491839,67.0,P3
35883.6644907975,166297.426697694,275.0,P3
39258.3884171779,166972.305869717,142.0,P3
39473.1708466257,169965.170037916,108.0,P3
36917.3799263803,170701.838147467,258.0,P3
41039.0427484662,171466.701209093,283.0,P3
47139.3437055214,172114.585214235,117.0,P3
46014.4357300613,172843.45472002,158.0,P3
40081.5210797546,177007.309238254,183.0,P3
39289.5858650306,175720.53961693,183.0,P3
41440.4099141104,175676.747457323,150.0,P3
53032.661595092,175156.04068282,342.0,P3
55696.4436809816,173545.329058924,208.0,P3
58553.4099631901,180508.88232901,183.0,P3
56600.5697177914,180418.898439406,217.0,P3
62837.0595337423,180985.796943906,175.0,P3
65464.8445644171,181381.72605816,92.0,P3
70400.0408343558,183050.627263998,208.0,P3
70037.6704785276,181955.823273828,67.0,P3
70924.9978895705,181772.256139037,142.0,P3
68756.1753128834,181250.349579339,233.0,P3
74776.6827975459,184417.782493368,317.0,P3
76207.5657423312,184462.77443817,200.0,P3
80187.040196319,186404.626775805,258.0,P3
83093.8024049079,186980.523669264,267.0,P3
84162.9149447852,182080.600934077,208.0,P3
87923.4073128834,181640.879660217,233.0,P3
91145.7437055214,183632.523083432,258.0,P3
93008.5913128834,183191.602024377,225.0,P3
90246.4172760736,187585.815299995,150.0,P3
94062.1051288343,188268.493075783,292.0,P3
93986.5113128834,184688.334054775,525.0,P3
91114.5462576687,180313.91723487,200.0,P3
93517.3496932515,181609.685245154,308.0,P3
87424.8480981595,182014.612748368,192.0,P3
94615.2598773006,182203.578916535,167.0,P3
94147.2981595092,185525.784120681,200.0,P3
86895.691386503,176446.409659728,192.0,P3
81924.4980613496,174176.416071341,258.0,P3
80709.5974478527,173708.499845405,217.0,P3
77001.3008098159,168708.994939057,267.0,P3
75499.6236564417,168493.033604009,233.0,P3
67573.0720981595,163425.140941563,108.0,P3
70578.8262085889,163074.203772111,175.0,P3
71397.7592147239,163020.213438349,150.0,P3
71137.9804662576,158684.189744674,75.0,P3
71361.7621595091,157838.941075002,200.0,P3
73574.3811533742,158921.147320629,275.0,P3
78092.011582822,159029.127988153,142.0,P3
81443.3374233128,155843.698296203,67.0,P3
79958.4588957055,158120.290703161,92.0,P3
75971.7850306748,154610.919008641,167.0,P3
72408.0765644171,154736.896454085,167.0,P3
63438.2103558282,154399.756814372,242.0,P3
61881.3377177914,154750.693983824,275.0,P3
50372.4792147239,153945.038225578,183.0,P3
49697.5344294478,152955.215439944,192.0,P3
53846.1950429447,152181.353989357,375.0,P3
38395.658993865,151703.239589266,142.0,P3
37558.7274601226,154303.773998795,192.0,P3
36667.8003435582,155185.616116906,317.0,P3
29426.3927361963,159442.45398773,167.0,P3
32045.1785030674,159721.404045499,183.0,P3
33242.080588957,158173.681144326,658.0,P3
32400.6263482774,159300.325587741,525.0,P3
22588.844398301,146998.420384972,558.0,P3
29987.069946201,138973.610964583,367.0,P3
40387.0345483718,133003.20296221,167.0,P3
24347.4389957527,144251.050725844,592.0,P3
23450.8815705521,145649.123496769,192.0,P3
25466.7166625766,146009.059055182,275.0,P3
26825.6054969325,145955.06872142,142.0,P3
28757.4474601227,140151.10784202,117.0,P3
30097.1378650306,137136.647540316,308.0,P3
31015.0627730061,136573.348391401,100.0,P3
29953.1496441717,134350.746318204,208.0,P3
29494.7871411042,128165.253746887,183.0,P3
31027.061791411,127524.568452913,417.0,P3
30803.2800981595,120604.207449838,408.0,P3
29031.6250306748,118702.547916225,383.0,P3
33152.6879018404,114551.291142536,92.0,P3
30552.5006134969,112992.170282013,167.0,P3
31128.4534969325,112706.621405672,175.0,P3
28380.6782822085,109645.969373972,117.0,P3
24731.776785276,104238.537501423,192.0,P3
27046.987386503,103618.848448357,183.0,P3
27901.9174478527,103456.877447071,167.0,P3
21650.4288588957,96458.53040634,225.0,P3
19025.0436319018,95525.0975248572,375.0,P3
13606.2869202454,93730.8187661714,225.0,P3
7325.40073619631,98354.1910139786,167.0,P3
6657.65536196319,107266.195440269,267.0,P3
5307.76579141104,107500.153553237,375.0,P3
8810.87921472392,113101.950627329,100.0,P3
12896.544981595,112903.986070202,108.0,P3
12877.9465030674,112452.866836992,292.0,P3
12122.0083435582,112722.818505801,525.0,P3
5888.93363284568,114462.922348387,92.0,P3
28380.0783312883,115523.163295834,250.0,P3
15311.9012364322,121374.46954484,192.0,P3
11673.4296554978,124891.316824036,183.0,P3
12886.2535158093,130844.835542514,150.0,P3
10824.4529532798,127873.705944573,342.0,P3
16881.9727947144,128560.675259712,292.0,P3
8827.77014063237,132382.637143039,508.0,P3
9316.2224898537,131427.977292727,367.0,P3
8654.29202453987,135160.001432035,233.0,P3
8060.34061349693,136014.848383264,183.0,P3
15116.363386503,141619.045027745,142.0,P3
14036.4517300613,143976.622935346,167.0,P3
17726.1498895705,144399.547216481,133.0,P3
23512.6765153374,144849.466664496,233.0,P3
18386.0959018404,145262.192771476,158.0,P3
17711.1511165644,145298.186327317,250.0,P3
17738.1489079754,146800.917283689,233.0,P3
22435.7646134969,147151.854453141,275.0,P3
16964.2122208588,147979.70623749,225.0,P3
23812.6519754601,148582.59829783,200.0,P3
22291.776392638,141878.798522399,367.0,P3
35946.6131873525,134509.302546243,558.0,P3
36900.1659499764,132598.090876658,900.0,P3
35697.3566550259,132560.205351856,283.0,P3
34950.1408588957,132588.261867178,242.0,P3
34344.1904294478,132648.251126914,192.0,P3
37332.5459631901,125883.86219915,175.0,P3
40073.7217177914,124790.857886771,233.0,P3
42215.5465030674,125216.781630892,208.0,P3
50065.3043435582,121304.28211095,242.0,P3
48361.4437300613,120770.377699305,325.0,P3
53124.4540858895,119550.796048884,208.0,P3
55488.8606625766,121325.278351857,183.0,P3
58020.6535460122,123178.946477681,275.0,P3
58968.576,124132.775707474,600.0,P3
56144.0070674846,123952.761782683,208.0,P3
58417.2211042944,123766.841223088,208.0,P3
56203.4022085889,124576.696229516,508.0,P3
56105.0564077395,126246.243473536,192.0,P3
65949.1434072675,112805.419101898,250.0,P3
59561.6044096271,111033.336369314,117.0,P3
59172.6054629542,103865.127432363,217.0,P3
56520.7762453987,100592.990187303,142.0,P3
74039.0662161396,123253.240868584,550.0,P3
81396.7258518169,119580.882969921,600.0,P3
89083.9892930627,120844.856672545,883.0,P3
58034.4524171779,157718.962555532,150.0,P3
96892.0736196318,118557.973800263,483.0,P3
89903.0607494101,121421.630332109,325.0,P3
92786.5633223218,120020.373515859,425.0,P3
87891.0099631901,120246.071569217,200.0,P3
87001.1442982539,121279.086621861,67.0,P3
91609.8749674374,121764.169005198,342.0,P3
88881.0212817366,119823.839471849,683.0,P3
88710.9121208117,119325.328723448,275.0,P3
87929.3145219443,120066.426809102,308.0,P3
88024.7528683341,120990.722864871,67.0,P3
89005.7649230769,124619.565477434,200.0,P3
88439.7804549315,125633.614694885,300.0,P3
91673.9774157621,124097.520480983,183.0,P3
95635.8686927796,124420.908736541,150.0,P3
89895.1690873053,130908.193429912,142.0,P3
91835.6872638036,131352.852281304,217.0,P3
92873.3254554035,131258.530706767,125.0,P3
92684.6639660217,128967.863896562,200.0,P3
95258.545714016,123308.569424294,367.0,P3
94036.907190184,124202.963141364,217.0,P3
91980.875386503,124628.286992888,158.0,P3
90864.9666748466,124658.281622756,317.0,P3
94476.6712147239,122648.64142162,125.0,P3
92328.8469202454,123632.465281281,208.0,P3
95562.582380368,124328.340694211,225.0,P3
88747.1399263803,123590.472799466,158.0,P3
90055.0329325153,123428.50179818,200.0,P3
88573.1541595092,124064.387951375,150.0,P3
91158.9426257668,124772.261216253,583.0,P3
72888.6834016045,124912.313064943,567.0,P3
49330.272166116,124795.334008459,633.0,P3
46053.9863407267,128480.797253095,225.0,P3
55791.8358773006,144223.640248703,142.0,P3
52288.0302029259,148455.0980481,75.0,P3
51832.9905049551,125978.322210441,292.0,P3
48147.1689513921,109780.483752533,175.0,P3
45553.4426729589,107369.007802339,392.0,P3
50513.37538084,111008.971500745,208.0,P3
48920.7364379424,121701.364864814,258.0,P3
63163.4789844266,135669.725557448,533.0,P3
51667.3579008966,154069.862031412,292.0,P3
47253.4728305804,156026.342519305,175.0,P3
70189.4580613497,175061.995981789,192.0,P3
77652.1091080698,181249.93426908,267.0,P3
75422.4145880132,182159.925193681,175.0,P3
46982.4334648419,159455.651624871,250.0,P3
49894.6875318546,155997.686111385,233.0,P3
49257.6319546956,154996.696094324,900.0,P3
50637.288320906,155081.327096135,442.0,P3
47541.9107730061,154290.576361654,408.0,P3
49419.7571533742,157044.083383508,250.0,P3
50565.6634110429,157697.966314624,233.0,P3
46300.0123680981,158183.879318481,317.0,P3
50553.664392638,158507.821321052,233.0,P3
51519.5853742331,156108.250931636,500.0,P3
51363.5981349693,158386.643016387,308.0,P3
50469.6712638036,158248.667718995,375.0,P3
50103.701202454,158086.69671771,225.0,P3
